# CDC Weekly counts of deaths by state and select causes
# 2019 - 2021
# export of https://data.cdc.gov/NCHS/Weekly-Counts-of-Deaths-by-State-and-Select-Causes/muzy-jte6
# Last update 11-20-2021
# Column 1 and Columns after S of the raw CDC data removed for clarity.

Jurisdiction of Occurrence,MMWR Year,MMWR Week,Week Ending Date,All Cause,Natural Cause,Septicemia (A40-A41),Malignant neoplasms (C00-C97),Diabetes mellitus (E10-E14),Alzheimer disease (G30),Influenza and pneumonia (J09-J18),Chronic lower respiratory diseases (J40-J47),"Other diseases of respiratory system (J00-J06,J30-J39,J67,J70-J98)","Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)","Diseases of heart (I00-I09,I11,I13,I20-I51)",Cerebrovascular diseases (I60-I69),"COVID-19 (U071, Multiple Cause of Death)","COVID-19 (U071, Underlying Cause of Death)"
Arkansas,2020,8,2/22/2020,697,650,14,134,27,53,20,49,10,15,,166,33,0,0
Arkansas,2020,9,2/29/2020,656,618,15,139,33,29,,45,12,22,0,167,32,0,0
Arkansas,2020,10,3/7/2020,697,631,11,134,19,45,24,64,10,14,,148,25,0,0
Arkansas,2020,11,3/14/2020,628,572,13,116,24,28,13,46,,13,,149,41,0,0
Arkansas,2020,12,3/21/2020,640,593,,120,18,29,23,50,13,14,,148,30,0,0
Arkansas,2020,13,3/28/2020,641,591,,123,20,32,19,43,,21,,158,22,,
Arkansas,2020,14,4/4/2020,606,561,,116,26,28,16,51,,12,0,146,20,11,11
Arkansas,2020,15,4/11/2020,636,588,,113,21,28,19,54,,20,,147,29,14,12
Arkansas,2020,16,4/18/2020,637,573,,117,11,38,10,38,,16,,163,29,12,11
Arkansas,2020,17,4/25/2020,615,562,,116,16,35,15,42,,16,,129,34,14,12
Arkansas,2020,18,5/2/2020,630,567,,110,24,29,10,48,12,18,,132,35,22,18
Arkansas,2020,19,5/9/2020,661,616,,122,31,33,10,55,,17,,165,40,24,20
Arkansas,2020,20,5/16/2020,583,533,,117,21,29,15,38,,15,,141,27,,
Arkansas,2020,21,5/23/2020,642,586,,115,23,42,,51,11,10,,148,30,20,15
Arkansas,2020,22,5/30/2020,610,555,,120,31,32,,37,,12,,154,24,19,14
Arkansas,2020,23,6/6/2020,649,578,13,128,24,29,,40,,11,,164,23,26,18
Arkansas,2020,24,6/13/2020,652,587,,116,23,29,11,40,,14,,166,35,34,33
Arkansas,2020,25,6/20/2020,708,636,,108,31,34,,50,,23,,160,44,45,36
Arkansas,2020,26,6/27/2020,663,598,,111,21,26,15,45,,11,,157,30,47,38
Arkansas,2020,27,7/4/2020,687,622,12,134,26,26,,44,17,18,,155,19,41,36
Arkansas,2020,28,7/11/2020,661,589,13,115,39,19,,45,,10,,143,34,47,42
Arkansas,2020,29,7/18/2020,695,635,,120,24,29,12,41,,14,,177,29,57,53
Arkansas,2020,30,7/25/2020,714,659,,125,19,30,10,33,12,,,171,38,74,67
Arkansas,2020,31,8/1/2020,750,696,14,124,25,42,12,46,16,11,,180,31,88,77
Arkansas,2020,32,8/8/2020,736,682,13,122,15,40,15,46,,11,,169,32,91,81
Arkansas,2020,33,8/15/2020,766,706,11,117,28,35,15,41,10,12,,186,37,92,76
Arkansas,2020,34,8/22/2020,750,687,14,119,35,29,11,36,,,,183,35,99,84
Arkansas,2020,35,8/29/2020,739,686,10,129,21,28,,45,,12,,157,32,95,88
Arkansas,2020,36,9/5/2020,713,648,,139,24,29,11,40,,,,152,34,88,81
Arkansas,2020,37,9/12/2020,722,682,,136,25,24,11,44,,17,,168,31,105,87
Arkansas,2020,38,9/19/2020,736,675,14,126,19,41,13,38,14,15,,175,32,81,65
Arkansas,2020,39,9/26/2020,746,696,,126,32,27,15,42,,23,,183,24,94,81
Arkansas,2020,40,10/3/2020,784,726,,138,30,36,10,44,,,,181,37,116,99
Arkansas,2020,41,10/10/2020,785,730,,103,29,25,,55,14,16,,170,35,140,130
Arkansas,2020,42,10/17/2020,778,726,18,108,35,35,14,41,,16,,153,28,147,126
Arkansas,2020,43,10/24/2020,794,730,,120,27,48,,40,10,11,,146,26,148,124
Arkansas,2020,44,10/31/2020,790,736,,118,28,27,14,36,,,,177,34,147,127
Arkansas,2020,45,11/7/2020,845,793,12,144,32,49,10,55,,17,,158,34,150,130
Arkansas,2020,46,11/14/2020,893,842,10,126,32,40,15,45,16,,,181,50,195,168
Arkansas,2020,47,11/21/2020,876,817,,119,31,39,17,45,16,13,,161,30,198,167
Arkansas,2020,48,11/28/2020,833,789,,127,24,36,10,36,10,10,,164,30,232,207
Arkansas,2020,49,12/5/2020,944,899,12,121,27,31,,43,12,12,,211,33,266,244
Arkansas,2020,50,12/12/2020,912,859,10,122,26,42,12,56,,14,10,181,35,222,207
Arkansas,2020,51,12/19/2020,936,887,,113,30,42,14,41,,10,,183,45,260,241
Arkansas,2020,52,12/26/2020,922,870,16,130,28,34,10,56,,14,,171,40,255,218
Arkansas,2020,53,1/2/2021,968,911,15,120,28,45,16,50,12,14,,184,39,280,255
Arkansas,2021,1,1/9/2021,963,910,22,129,36,40,17,56,,15,,173,30,260,244
Arkansas,2021,2,1/16/2021,962,913,,110,36,41,10,52,,15,,177,34,303,267
Arkansas,2021,3,1/23/2021,983,927,,143,31,47,13,51,11,19,,163,41,284,256
Arkansas,2021,4,1/30/2021,873,823,,141,34,28,,51,,12,,162,39,218,186
Arkansas,2021,5,2/6/2021,863,812,12,112,37,35,15,55,10,16,,176,39,170,145
Arkansas,2021,6,2/13/2021,802,741,11,106,29,32,11,54,,14,,172,41,130,117
Arkansas,2021,7,2/20/2021,773,713,15,122,31,36,15,47,,11,,164,39,101,87
Arkansas,2021,8,2/27/2021,788,726,17,125,27,36,10,42,10,,,193,40,86,75
Arkansas,2021,9,3/6/2021,743,676,,131,36,24,,46,,12,,145,35,73,62
Arkansas,2021,10,3/13/2021,718,660,19,126,30,29,,41,,14,,178,44,50,41
Arkansas,2021,11,3/20/2021,643,588,20,123,23,21,,41,,11,,146,27,40,36
Arkansas,2021,12,3/27/2021,700,641,,118,30,32,,38,,11,,161,45,33,24
Arkansas,2021,13,4/3/2021,600,546,11,115,27,24,,35,,12,,135,38,21,17
Arkansas,2021,14,4/10/2021,689,623,14,120,33,18,,29,11,26,,179,34,26,20
Arkansas,2021,15,4/17/2021,608,547,11,115,23,30,,32,13,14,,121,42,16,11
Arkansas,2021,16,4/24/2021,660,588,18,125,23,28,,42,,16,,165,37,13,12
Arkansas,2021,17,5/1/2021,647,582,,135,22,20,,42,10,,,149,33,18,12
Arkansas,2021,18,5/8/2021,694,639,,116,32,26,12,48,,13,,169,36,22,17
Arkansas,2021,19,5/15/2021,687,631,,144,26,29,,41,11,14,,151,36,29,25
Arkansas,2021,20,5/22/2021,677,618,14,120,36,32,,37,,13,,157,29,20,16
Arkansas,2021,21,5/29/2021,649,574,11,101,21,34,10,43,,21,,148,30,15,12
Arkansas,2021,22,6/5/2021,669,614,,129,25,35,,49,,11,,150,40,21,18
Arkansas,2021,23,6/12/2021,658,590,,100,21,23,12,36,,23,,150,33,20,17
Arkansas,2021,24,6/19/2021,692,627,12,144,21,21,,39,11,15,,172,22,32,26
Arkansas,2021,25,6/26/2021,658,600,13,124,23,16,,44,,19,,154,36,34,31
Arkansas,2021,26,7/3/2021,687,622,10,116,21,22,,53,,20,10,138,36,45,39
Arkansas,2021,27,7/10/2021,681,630,10,118,31,19,,35,,17,,162,32,61,56
Arkansas,2021,28,7/17/2021,718,664,18,122,26,33,16,54,,11,12,149,24,74,66
Arkansas,2021,29,7/24/2021,729,679,14,124,21,24,13,39,,15,12,136,34,117,107
Arkansas,2021,30,7/31/2021,836,798,16,145,27,31,13,58,,13,17,179,33,140,125
Arkansas,2021,31,8/7/2021,895,850,,140,34,37,,51,,27,23,161,35,190,178
Arkansas,2021,32,8/14/2021,895,844,,128,32,34,11,41,,,30,159,31,228,212
Arkansas,2021,33,8/21/2021,851,816,13,111,22,38,10,45,11,10,21,167,22,226,211
Arkansas,2021,34,8/28/2021,893,853,,143,37,30,11,44,,10,24,180,32,216,195
Arkansas,2021,35,9/4/2021,856,813,11,143,23,25,11,38,,13,30,148,34,213,195
Arkansas,2021,36,9/11/2021,835,781,11,120,32,32,,37,,21,26,158,23,187,181
Arkansas,2021,37,9/18/2021,871,816,10,137,34,31,12,31,14,19,31,166,30,169,160
Arkansas,2021,38,9/25/2021,792,735,,123,30,32,12,36,,,21,154,25,156,143
Arkansas,2021,39,10/2/2021,811,768,14,130,28,34,,48,,10,29,156,28,144,139
Arkansas,2021,40,10/9/2021,808,747,16,133,25,23,15,43,,18,25,177,35,118,107
Arkansas,2021,41,10/16/2021,723,656,13,125,26,30,,53,,23,26,127,34,85,78
Arkansas,2021,42,10/23/2021,691,595,15,118,24,31,,44,,17,23,141,27,70,66
Arkansas,2021,43,10/30/2021,648,459,12,116,21,31,,44,13,15,,141,38,64,59
Arkansas,2021,44,11/6/2021,475,243,10,81,16,24,,35,,12,,96,22,37,36
California,2020,1,1/4/2020,5888,5437,34,1200,239,386,187,275,80,97,16,1394,378,0,0
California,2020,2,1/11/2020,5873,5417,37,1168,241,380,168,285,86,103,31,1384,358,0,0
California,2020,3,1/18/2020,5830,5387,40,1126,207,345,216,313,80,94,23,1397,401,,0
California,2020,4,1/25/2020,5832,5377,38,1192,231,381,189,279,81,90,22,1361,376,0,0
California,2020,5,2/1/2020,5686,5281,34,1235,203,336,173,285,81,93,22,1353,344,0,0
California,2020,6,2/8/2020,5911,5458,43,1174,227,402,190,325,71,111,14,1388,341,,0
California,2020,7,2/15/2020,5586,5156,33,1176,214,375,189,296,43,101,20,1343,318,0,0
California,2020,8,2/22/2020,5797,5361,38,1109,223,375,189,316,73,101,23,1351,345,,
California,2020,9,2/29/2020,5680,5217,31,1179,190,329,178,315,70,91,15,1315,327,0,0
California,2020,10,3/7/2020,5736,5291,33,1173,215,351,197,298,70,91,19,1313,352,,
California,2020,11,3/14/2020,5464,5031,30,1132,192,350,173,290,60,85,22,1299,344,,
California,2020,12,3/21/2020,5681,5258,43,1232,214,346,200,284,79,97,22,1246,338,44,41
California,2020,13,3/28/2020,5689,5288,31,1179,216,356,184,293,57,78,20,1297,321,132,128
California,2020,14,4/4/2020,5985,5562,44,1187,236,360,167,290,60,95,21,1277,394,290,275
California,2020,15,4/11/2020,6047,5609,34,1172,232,419,129,294,61,106,18,1315,350,382,370
California,2020,16,4/18/2020,6131,5692,29,1131,259,347,129,276,58,94,22,1294,344,537,522
California,2020,17,4/25/2020,5938,5487,28,1100,192,367,120,268,51,66,30,1311,325,531,514
California,2020,18,5/2/2020,5744,5276,34,1101,210,397,92,268,52,69,20,1197,314,543,524
California,2020,19,5/9/2020,5670,5206,34,1102,206,358,85,259,49,58,22,1230,278,552,524
California,2020,20,5/16/2020,5694,5219,28,1181,190,313,81,242,50,76,26,1213,328,505,481
California,2020,21,5/23/2020,5529,5064,32,1047,197,332,81,220,54,81,13,1233,298,487,465
California,2020,22,5/30/2020,5593,5140,22,1122,206,301,99,236,41,66,27,1259,341,464,443
California,2020,23,6/6/2020,5515,5032,39,1084,186,318,85,202,47,61,31,1203,325,448,425
California,2020,24,6/13/2020,5569,5057,27,1119,189,337,83,214,49,69,23,1157,318,446,414
California,2020,25,6/20/2020,5486,4997,29,1026,214,348,82,211,52,69,29,1173,334,458,419
California,2020,26,6/27/2020,5701,5189,23,1149,218,313,93,219,42,85,22,1213,327,495,452
California,2020,27,7/4/2020,5900,5358,26,1112,231,316,79,234,49,85,25,1225,332,644,599
California,2020,28,7/11/2020,6039,5499,24,1150,231,320,107,219,49,68,42,1197,314,739,695
California,2020,29,7/18/2020,6224,5684,21,1073,230,356,94,218,42,90,24,1239,332,891,832
California,2020,30,7/25/2020,6248,5710,29,1116,206,342,95,232,43,81,30,1218,308,1009,920
California,2020,31,8/1/2020,6339,5797,31,1149,229,354,93,240,56,86,24,1197,328,1009,950
California,2020,32,8/8/2020,6309,5726,34,1168,184,336,75,213,39,78,41,1246,344,998,932
California,2020,33,8/15/2020,6287,5747,36,1189,211,372,96,240,53,90,36,1165,342,876,808
California,2020,34,8/22/2020,6475,5838,35,1145,231,352,78,214,40,79,44,1374,334,828,762
California,2020,35,8/29/2020,5873,5319,27,1092,181,345,72,214,44,85,27,1169,345,728,670
California,2020,36,9/5/2020,5775,5259,27,1106,211,357,83,210,48,84,32,1150,329,613,549
California,2020,37,9/12/2020,5866,5298,20,1187,228,332,95,199,40,65,38,1175,326,530,481
California,2020,38,9/19/2020,5748,5219,30,1179,190,334,69,192,46,75,36,1210,325,480,441
California,2020,39,9/26/2020,5555,5030,27,1081,188,322,82,218,45,54,25,1143,331,453,406
California,2020,40,10/3/2020,5664,5132,24,1126,225,360,86,208,52,85,46,1179,322,345,309
California,2020,41,10/10/2020,5561,5033,30,1142,176,356,61,227,48,60,41,1128,344,375,334
California,2020,42,10/17/2020,5610,5065,25,1169,189,363,71,194,44,84,22,1202,337,303,259
California,2020,43,10/24/2020,5344,4832,34,1125,192,343,59,209,51,74,38,1092,312,295,267
California,2020,44,10/31/2020,5520,5006,29,1129,210,319,82,203,45,77,31,1148,323,324,291
California,2020,45,11/7/2020,5861,5291,48,1183,209,320,74,250,54,82,29,1206,360,354,319
California,2020,46,11/14/2020,6000,5470,36,1165,246,384,81,202,64,85,34,1246,374,450,402
California,2020,47,11/21/2020,6341,5861,45,1171,259,374,104,196,59,87,41,1310,370,627,578
California,2020,48,11/28/2020,6385,5854,30,1157,231,358,96,241,43,88,36,1313,357,853,792
California,2020,49,12/5/2020,7152,6642,36,1153,265,385,115,235,60,95,42,1401,387,1322,1228
California,2020,50,12/12/2020,8139,7614,40,1208,305,412,99,265,59,108,48,1490,401,1969,1847
California,2020,51,12/19/2020,9216,8705,43,1217,330,470,115,259,63,85,43,1588,403,2937,2765
California,2020,52,12/26/2020,10549,9986,45,1215,360,514,133,269,76,119,44,1688,417,3935,3717
California,2020,53,1/2/2021,11264,10679,47,1229,380,495,134,251,54,112,47,1664,424,4710,4492
California,2021,1,1/9/2021,11907,11355,49,1154,346,502,139,286,65,129,43,1775,433,5258,5004
California,2021,2,1/16/2021,11581,11036,47,1143,356,506,116,294,57,126,64,1710,468,5070,4778
California,2021,3,1/23/2021,10410,9872,36,1135,288,457,103,244,61,111,59,1538,407,4347,4091
California,2021,4,1/30/2021,9597,9060,34,1199,262,431,113,267,77,74,77,1514,399,3519,3317
California,2021,5,2/6/2021,8771,8266,37,1179,262,425,120,268,50,96,59,1380,389,2890,2715
California,2021,6,2/13/2021,7860,7336,24,1190,243,325,96,224,58,89,68,1331,364,2262,2084
California,2021,7,2/20/2021,7016,6551,29,1086,236,372,116,219,40,83,53,1286,319,1658,1519
California,2021,8,2/27/2021,6719,6184,51,1103,216,345,101,212,75,75,57,1308,368,1184,1095
California,2021,9,3/6/2021,6449,5937,39,1152,241,340,106,223,67,78,52,1281,388,836,744
California,2021,10,3/13/2021,6208,5692,39,1191,231,348,114,243,56,110,63,1315,321,605,522
California,2021,11,3/20/2021,5993,5472,36,1140,243,330,105,233,46,74,71,1280,390,500,428
California,2021,12,3/27/2021,5788,5287,27,1104,230,309,95,210,48,92,74,1305,341,365,298
California,2021,13,4/3/2021,5745,5223,33,1124,222,300,81,219,59,91,77,1294,348,279,214
California,2021,14,4/10/2021,5419,4889,26,1081,175,303,83,201,39,69,82,1185,323,266,223
California,2021,15,4/17/2021,5344,4860,24,1132,184,301,79,197,61,87,71,1141,338,228,184
California,2021,16,4/24/2021,5358,4852,27,1098,218,273,68,176,55,69,83,1222,346,218,171
California,2021,17,5/1/2021,5383,4872,30,1090,223,308,82,235,59,74,78,1175,352,194,135
California,2021,18,5/8/2021,5362,4829,29,1138,208,291,72,208,55,65,75,1181,321,181,128
California,2021,19,5/15/2021,5252,4785,32,1105,233,285,78,191,61,91,99,1084,321,154,122
California,2021,20,5/22/2021,5252,4752,30,1128,168,278,61,208,49,75,95,1099,355,154,121
California,2021,21,5/29/2021,5341,4851,27,1134,221,303,68,202,48,92,99,1138,356,143,106
California,2021,22,6/5/2021,5196,4711,24,1096,181,305,66,204,48,82,123,1099,346,115,95
California,2021,23,6/12/2021,5170,4667,33,1133,171,287,71,194,57,90,126,1107,275,103,71
California,2021,24,6/19/2021,5458,4931,21,1207,183,300,71,189,53,77,145,1198,325,112,87
California,2021,25,6/26/2021,5332,4787,34,1101,198,283,74,199,64,73,110,1150,329,85,69
California,2021,26,7/3/2021,5232,4738,33,1095,184,255,71,181,57,79,163,1152,329,97,76
California,2021,27,7/10/2021,5252,4765,34,1126,147,271,64,225,52,91,149,1155,304,121,95
California,2021,28,7/17/2021,5269,4766,31,1108,173,282,70,207,35,92,160,1086,346,144,119
California,2021,29,7/24/2021,5406,4941,35,1173,199,294,78,193,35,77,169,1086,339,210,175
California,2021,30,7/31/2021,5480,5022,44,1150,196,295,65,179,55,90,179,1091,325,286,256
California,2021,31,8/7/2021,5695,5239,26,1095,200,327,76,198,62,94,216,1153,325,429,399
California,2021,32,8/14/2021,5996,5616,42,1141,231,287,87,230,69,71,242,1120,331,655,611
California,2021,33,8/21/2021,6243,5863,36,1152,187,320,88,203,42,99,299,1189,332,829,765
California,2021,34,8/28/2021,6294,5949,25,1198,187,291,95,194,65,93,322,1131,308,978,919
California,2021,35,9/4/2021,6386,6024,37,1134,202,331,82,196,54,92,303,1102,336,1053,990
California,2021,36,9/11/2021,6545,6152,31,1160,214,330,79,209,57,98,363,1091,364,1107,1035
California,2021,37,9/18/2021,6228,5878,32,1138,233,300,76,211,61,77,353,1056,334,961,905
California,2021,38,9/25/2021,6261,5921,48,1226,186,329,85,220,48,82,377,1078,317,890,828
California,2021,39,10/2/2021,6004,5638,44,1133,192,315,69,205,50,84,361,1079,323,786,737
California,2021,40,10/9/2021,5872,5440,38,1082,194,315,64,218,46,90,412,1088,331,678,635
California,2021,41,10/16/2021,5655,5053,28,1134,188,265,92,214,51,80,354,1092,370,518,488
California,2021,42,10/23/2021,5535,4318,25,1115,173,308,66,178,39,67,357,1065,338,494,452
California,2021,43,10/30/2021,4472,3096,24,892,168,297,55,175,55,69,306,804,311,399,367
California,2021,44,11/6/2021,3070,1165,15,604,103,202,45,131,38,51,197,583,198,271,248
Colorado,2020,1,1/4/2020,854,758,,157,19,33,,53,20,13,,177,47,0,0
Colorado,2020,2,1/11/2020,872,773,,176,25,41,16,48,,11,,168,47,0,0
Colorado,2020,3,1/18/2020,848,752,10,185,21,30,16,61,13,12,,164,49,0,0
Colorado,2020,4,1/25/2020,853,751,,180,21,39,27,60,21,17,,147,40,0,0
Colorado,2020,5,2/1/2020,793,707,,162,17,44,11,47,,11,,146,52,0,0
Colorado,2020,6,2/8/2020,847,755,,177,26,43,17,59,15,10,,155,35,0,0
Colorado,2020,7,2/15/2020,807,704,11,168,15,47,14,52,18,10,,133,41,0,0
Colorado,2020,8,2/22/2020,881,759,,179,28,39,10,49,10,18,,160,56,0,0
Colorado,2020,9,2/29/2020,842,742,,163,18,39,19,67,,,,163,41,0,0
Colorado,2020,10,3/7/2020,821,718,,150,21,33,16,57,12,,,155,44,0,0
Colorado,2020,11,3/14/2020,822,715,10,162,19,39,15,54,,13,,151,43,,
Colorado,2020,12,3/21/2020,891,781,16,169,29,37,22,60,14,12,,155,40,17,12
Colorado,2020,13,3/28/2020,860,779,10,152,13,55,21,58,16,,,170,44,47,45
Colorado,2020,14,4/4/2020,967,890,18,177,26,51,16,52,18,12,,156,42,129,124
Colorado,2020,15,4/11/2020,1096,987,11,167,28,47,13,50,22,,,175,39,214,202
Colorado,2020,16,4/18/2020,1106,1003,,172,26,65,,65,11,15,,176,49,218,197
Colorado,2020,17,4/25/2020,1067,949,,170,24,54,11,55,,11,,157,37,224,211
Colorado,2020,18,5/2/2020,999,890,,147,11,39,10,43,14,,,163,44,189,174
Colorado,2020,19,5/9/2020,906,784,,129,27,33,,36,13,,,154,41,139,127
Colorado,2020,20,5/16/2020,887,775,,158,20,43,,50,15,,,142,48,97,81
Colorado,2020,21,5/23/2020,847,747,12,140,23,29,,36,,,,184,39,93,79
Colorado,2020,22,5/30/2020,834,724,,144,19,34,,47,14,,0,139,45,75,66
Colorado,2020,23,6/6/2020,820,706,,143,22,41,,44,10,,,144,30,63,49
Colorado,2020,24,6/13/2020,816,707,,147,23,32,,49,14,,,152,35,59,48
Colorado,2020,25,6/20/2020,863,747,,156,14,27,,48,18,10,,160,40,38,30
Colorado,2020,26,6/27/2020,877,742,11,162,27,41,,40,12,,,174,45,22,15
Colorado,2020,27,7/4/2020,788,682,,140,19,36,,29,14,,,153,47,25,23
Colorado,2020,28,7/11/2020,815,692,,137,23,47,,42,12,,,151,42,28,21
Colorado,2020,29,7/18/2020,808,683,,167,28,39,,42,11,12,,130,45,43,31
Colorado,2020,30,7/25/2020,833,707,,161,15,47,10,36,,,,150,54,33,27
Colorado,2020,31,8/1/2020,813,701,,159,21,33,,41,,,,154,38,36,29
Colorado,2020,32,8/8/2020,841,723,11,160,20,46,,45,,,10,146,39,39,34
Colorado,2020,33,8/15/2020,836,710,10,144,23,35,,45,10,,,160,38,28,23
Colorado,2020,34,8/22/2020,863,735,10,151,22,40,,50,12,13,10,170,26,19,15
Colorado,2020,35,8/29/2020,817,708,,162,17,34,,40,,,,140,53,29,24
Colorado,2020,36,9/5/2020,743,637,,143,14,31,,35,10,,,130,43,20,17
Colorado,2020,37,9/12/2020,850,748,,168,28,31,,42,,10,,152,45,33,27
Colorado,2020,38,9/19/2020,804,700,10,162,25,46,,35,,,,138,34,21,20
Colorado,2020,39,9/26/2020,838,722,,163,17,32,,50,14,10,,161,38,24,17
Colorado,2020,40,10/3/2020,782,689,10,150,18,29,,38,12,,,141,49,35,28
Colorado,2020,41,10/10/2020,801,691,,145,17,34,,38,12,,,162,33,38,34
Colorado,2020,42,10/17/2020,867,779,13,163,25,36,,40,13,14,,164,41,41,34
Colorado,2020,43,10/24/2020,869,776,,147,25,41,,50,14,,,151,52,62,57
Colorado,2020,44,10/31/2020,907,828,,151,28,54,,46,,11,,148,45,96,86
Colorado,2020,45,11/7/2020,1007,894,12,163,19,67,,53,,,,145,50,167,148
Colorado,2020,46,11/14/2020,1040,941,,148,19,46,,59,14,20,,151,48,228,197
Colorado,2020,47,11/21/2020,1132,1029,11,155,25,49,,57,13,,,165,43,267,230
Colorado,2020,48,11/28/2020,1216,1117,11,177,28,57,,58,,,,188,48,348,306
Colorado,2020,49,12/5/2020,1256,1148,13,163,29,50,,63,14,11,,148,33,448,390
Colorado,2020,50,12/12/2020,1258,1155,14,157,26,58,,46,15,,,166,45,428,366
Colorado,2020,51,12/19/2020,1201,1116,,170,36,41,,32,16,10,,161,44,402,351
Colorado,2020,52,12/26/2020,1100,1013,,172,23,35,,39,13,10,,161,46,308,266
Colorado,2020,53,1/2/2021,1095,965,,151,31,48,,50,,11,,173,44,263,209
Colorado,2021,1,1/9/2021,1080,966,11,167,35,47,,46,14,13,,157,42,211,177
Colorado,2021,2,1/16/2021,1007,894,,182,23,38,,36,13,,,176,54,165,138
Colorado,2021,3,1/23/2021,985,851,,174,24,38,,39,17,13,,133,57,158,122
Colorado,2021,4,1/30/2021,932,829,,176,24,33,,41,15,13,,154,43,141,108
Colorado,2021,5,2/6/2021,931,822,,160,20,40,,64,17,,,155,38,117,94
Colorado,2021,6,2/13/2021,833,747,16,136,21,27,,48,16,,,156,39,100,80
Colorado,2021,7,2/20/2021,894,788,,148,32,31,,52,11,,0,168,48,64,51
Colorado,2021,8,2/27/2021,872,754,12,144,20,48,,48,22,12,,146,46,59,46
Colorado,2021,9,3/6/2021,866,739,,150,16,43,,35,13,12,,147,51,51,39
Colorado,2021,10,3/13/2021,842,728,,153,18,39,,38,11,12,,156,41,50,37
Colorado,2021,11,3/20/2021,897,777,11,141,23,38,,44,13,10,,193,34,45,30
Colorado,2021,12,3/27/2021,884,761,10,152,27,44,,43,20,,,168,45,43,32
Colorado,2021,13,4/3/2021,837,720,,150,17,27,,48,14,12,,150,41,48,39
Colorado,2021,14,4/10/2021,802,687,,171,29,28,,40,11,,,134,38,26,19
Colorado,2021,15,4/17/2021,867,755,,136,25,33,,30,14,,,177,45,62,52
Colorado,2021,16,4/24/2021,832,710,,144,27,21,,38,17,13,,157,33,56,41
Colorado,2021,17,5/1/2021,844,727,,143,25,44,,50,12,,,147,50,54,44
Colorado,2021,18,5/8/2021,846,744,,150,17,46,,45,11,11,,163,35,71,61
Colorado,2021,19,5/15/2021,873,746,10,154,27,29,,40,17,12,,143,38,93,80
Colorado,2021,20,5/22/2021,844,721,,155,21,28,,42,15,,,135,36,69,60
Colorado,2021,21,5/29/2021,818,704,,142,18,23,,48,15,13,,146,44,63,54
Colorado,2021,22,6/5/2021,824,721,,163,29,32,,33,,,,144,34,69,58
Colorado,2021,23,6/12/2021,881,738,11,164,18,33,,45,,10,,153,35,48,40
Colorado,2021,24,6/19/2021,839,714,10,139,19,38,,37,17,13,11,149,32,42,37
Colorado,2021,25,6/26/2021,787,664,,125,27,20,,42,14,10,,150,30,42,30
Colorado,2021,26,7/3/2021,836,728,,163,17,30,,34,12,11,,145,41,43,35
Colorado,2021,27,7/10/2021,831,718,13,146,30,36,,36,13,10,12,136,30,54,44
Colorado,2021,28,7/17/2021,839,724,,161,28,27,,45,11,11,,134,35,38,34
Colorado,2021,29,7/24/2021,860,752,10,163,19,28,,43,12,14,10,162,49,45,41
Colorado,2021,30,7/31/2021,835,729,,146,14,29,,43,14,11,17,162,33,44,37
Colorado,2021,31,8/7/2021,841,735,,153,24,28,,48,,16,14,145,38,42,33
Colorado,2021,32,8/14/2021,900,796,10,172,19,23,,30,,,31,154,46,63,57
Colorado,2021,33,8/21/2021,911,809,,164,14,31,,37,15,10,29,152,35,88,75
Colorado,2021,34,8/28/2021,921,822,15,177,24,33,,35,11,11,38,147,38,96,80
Colorado,2021,35,9/4/2021,901,817,11,147,24,33,,47,11,,41,148,31,105,98
Colorado,2021,36,9/11/2021,906,843,15,163,24,30,,44,13,,63,142,37,100,89
Colorado,2021,37,9/18/2021,970,876,14,172,23,33,,39,13,11,68,154,38,119,105
Colorado,2021,38,9/25/2021,952,895,,142,22,36,,37,12,10,79,141,52,126,115
Colorado,2021,39,10/2/2021,1020,947,11,165,24,35,,38,10,,85,142,23,150,145
Colorado,2021,40,10/9/2021,960,897,,139,15,32,,48,18,,84,151,36,167,146
Colorado,2021,41,10/16/2021,997,917,10,147,17,28,,45,13,20,102,143,42,147,137
Colorado,2021,42,10/23/2021,975,852,16,169,21,32,,46,19,11,98,141,40,175,157
Colorado,2021,43,10/30/2021,836,581,,151,12,20,,35,,,93,116,39,163,146
Colorado,2021,44,11/6/2021,629,269,,90,16,25,,32,10,,95,94,25,128,116
Connecticut,2020,1,1/4/2020,633,574,11,123,12,15,,18,11,13,,160,29,0,0
Connecticut,2020,2,1/11/2020,631,576,15,133,14,19,19,35,,,,135,28,0,0
Connecticut,2020,3,1/18/2020,639,592,,143,10,23,13,28,17,11,13,151,22,0,0
Connecticut,2020,4,1/25/2020,653,598,14,137,16,27,14,27,13,,,155,26,0,0
Connecticut,2020,5,2/1/2020,686,612,11,135,15,13,22,33,13,17,,164,28,0,0
Connecticut,2020,6,2/8/2020,652,598,20,130,13,18,21,28,16,,,148,20,0,0
Connecticut,2020,7,2/15/2020,635,587,15,120,15,23,18,32,10,11,10,151,32,0,0
Connecticut,2020,8,2/22/2020,653,598,14,140,18,12,21,19,16,10,,163,25,0,0
Connecticut,2020,9,2/29/2020,638,579,13,113,18,20,27,33,,11,,155,28,0,0
